,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,residence_area_type1,sourcing_channel1,premium,renewal_prob,incentives,hours
44268,0.018,23369,394250,0.0,0.0,0.0,99.46,6,1,0,22200,0.938438978228488,595.2558215025214,7.742076604714335
8091,0.95,19718,166330,0.0,1.0,0.0,98.47,13,0,1,3300,0.2695619331790762,-15.404312223476484,-0.39261932121847254
59924,0.518,11330,42140,0.0,0.0,0.0,99.58,6,1,2,3300,0.5488976670291243,84.80131677636457,1.910379654931007
23967,0.01,25196,75070,0.0,0.0,0.0,99.86,19,0,0,3300,0.8072765207617683,146.54061673929695,3.0674095119964626
76386,0.052,10596,212870,0.0,0.0,0.0,99.75,6,1,0,13800,0.8707857479435122,452.577495398097,6.774327826250808
74028,0.689,10964,45070,0.0,0.0,0.0,98.87,8,0,0,1200,0.5038188645376912,-63.545106696356164,-1.7217707396231297
51528,0.186,11330,148620,0.0,0.0,0.0,99.4,14,1,1,7500,0.7725884960579629,290.1104262844491,5.158091179971396
46250,0.018,20081,230220,0.0,0.0,0.0,99.87,8,0,0,1200,0.8621901630576773,4.556183038465517,0.11325831938706954
54750,0.306,10959,204150,0.0,0.0,0.0,98.73,9,1,0,24300,0.7213347136706917,548.5406847257489,7.462362877885351
70702,0.086,23733,316550,0.0,0.0,0.0,99.26,14,1,1,15900,0.9183763250143786,501.0636081241392,7.14256013260623
33057,0.071,16430,325890,0.0,0.0,0.0,99.21,8,1,0,20100,0.8973298827276421,556.1438473949058,7.510142513486402
77157,0.153,20448,195140,0.0,0.0,0.0,99.88,3,1,1,11700,0.8188534495975056,398.9629960247175,6.311655903735243
46020,0.478,12784,195130,0.0,0.0,0.0,99.19,7,1,0,18000,0.7221100372410585,471.83934650173705,6.925978231012899
8485,0.727,23374,315060,0.0,0.0,0.0,99.51,9,1,0,5400,0.7141462367308442,211.43827454475752,4.105678636705016
63125,0.765,8409,50120,0.0,0.0,0.0,99.25,7,0,0,5400,0.4664175517364968,137.2002226992876,2.9036218352949184
53658,0.007,11692,144120,0.0,0.0,0.0,98.38,21,1,2,7500,0.6783627682574788,264.10476734844184,4.832840206411623
8095,0.023,26650,129870,2.0,0.0,0.0,98.66,15,1,0,7500,0.5789561303310305,233.5434512025104,4.422579101422473
67169,0.051,10591,168080,0.0,0.0,0.0,99.51,4,1,0,11700,0.8582225205296483,409.8346539336185,6.410551899754457
28538,0.407,20082,265760,1.0,0.0,0.0,99.21,7,1,0,11700,0.6090174767482612,333.23567362210616,5.652956717000569
45443,0.043,13520,150140,0.0,0.0,0.0,99.47,12,1,2,5400,0.8342611497924388,240.53668961492588,4.519242238991658
40904,0.291,12419,300040,0.0,0.0,0.0,99.58,17,1,2,3300,0.7075787247312356,124.79661187051981,2.680122716249419
66973,0.405,21185,486070,4.0,0.0,0.0,98.65,17,1,3,20100,0.3293524287849209,317.63340274982374,5.48004704267063
18157,0.125,22640,197590,0.0,0.0,0.0,98.59,17,0,0,1200,0.7619751895205571,-11.818412174095396,-0.29986845123510797
43420,0.129,24462,175060,0.0,0.0,0.0,99.09,10,0,0,11700,0.8850303213074644,417.0233988830876,6.474484750031189
48924,0.0,23735,64570,0.0,0.0,0.0,98.59,14,1,1,5400,0.7769845496849106,227.08364209249643,4.331775169024952
33885,0.291,16432,258990,0.0,0.0,0.0,98.57,8,1,0,20100,0.7658025293875552,514.5641192078634,7.23739301146773
66470,0.104,19723,411150,0.0,0.0,0.0,98.99,16,1,0,3300,0.7906892944624626,143.0696508436203,3.006990789071221
59187,0.033,22644,355560,0.0,0.0,0.0,99.38,30,1,0,18000,0.8865615963083653,523.8979559249981,7.30111100989282
37806,0.042,12425,123080,0.0,0.0,0.0,98.89,12,1,1,7500,0.7508710419085132,284.3369006415044,5.087697163185851
15721,0.046,22635,510080,0.0,0.0,0.0,99.35,13,1,0,53700,0.9106215816504315,851.1791767810005,8.809185947426727
16641,0.477,14970,69120,0.0,0.0,0.0,99.57,7,0,0,5400,0.6457594549855008,193.1875359853204,3.830509527710091
12935,0.061,17894,258090,0.0,0.0,0.0,99.09,23,0,2,11700,0.7988912048295168,393.2988495785708,6.259056063397006
3941,0.003,25927,705040,0.0,0.0,0.0,99.72,14,1,0,49500,0.9049564825651082,823.0478576140936,8.722422829179141
24384,0.6,10599,62560,0.0,0.0,0.0,99.36,6,1,0,3300,0.5586994802217079,87.51136100762646,1.9650024805205957
10864,0.737,17160,99100,0.0,0.0,0.0,98.68,8,1,0,1200,0.5201991471737446,-59.70549242498564,-1.6097913509801876
36810,0.115,21177,325070,2.0,1.0,0.0,99.26,8,1,2,30600,0.4162707879568034,466.84427342606824,6.8873501368688235
34560,0.215,11321,228060,0.0,0.0,0.0,99.69,10,0,0,20100,0.7976202854750474,525.101387085763,7.309218625356277
62843,0.323,11320,54140,1.0,0.0,0.0,99.52,9,0,1,3300,0.40914075372334524,41.41119643386823,0.9834921579481393
51740,0.016,25200,315150,0.0,0.0,0.0,99.67,8,0,0,13800,0.9447676130974109,472.5971746615669,6.931796668204243
30638,0.023,24467,150030,0.0,0.0,0.0,99.65,7,1,0,5400,0.9227091050527354,260.0096332286816,4.779667955534679
59119,0.678,17900,135130,0.0,0.0,0.0,98.88,15,1,3,9600,0.45046427597024974,232.77090972151797,4.4117967199751815
70305,0.0,13152,157580,0.0,0.0,0.0,98.98,9,1,2,11700,0.8015891431728526,394.0705695124422,6.266266508123968
47892,0.005,18989,210330,0.0,0.0,0.0,99.87,8,0,0,18000,0.8709903082336532,519.3040275171704,7.26993607629001
10924,0.06,12051,165080,0.0,0.0,0.0,99.57,12,0,0,7500,0.8423736545343946,307.87489107493286,5.3684209137076095
24531,0.04,33591,77700,0.0,0.0,0.0,99.87,6,1,0,1200,0.8997190341540077,10.30762393382753,0.25439871300188766
67004,0.037,21177,306300,0.0,0.0,0.0,99.21,13,1,1,3300,0.8830659315901888,161.74651479448005,3.3260038330195005
31947,0.0,26657,675100,0.0,0.0,0.0,99.45,11,1,0,34800,0.865027948343005,700.6447905631437,8.26505950394952
68741,0.003,20811,58600,0.0,0.0,0.0,99.25,9,0,1,5700,0.8424620651288178,252.8183947291297,4.684967608285893
16098,0.147,22635,542530,0.0,0.0,0.0,99.54,9,1,3,32700,0.8959996605911177,692.6287164337474,8.229940252068227
71904,0.29,21905,212550,0.0,0.0,0.0,98.65,11,1,1,3300,0.7137453642178134,126.20676872687179,2.7058827203601297
45271,0.84,17169,261390,0.0,0.0,0.0,98.04,19,1,2,9600,0.3340471194375732,178.3399056611986,3.5972004216202444
57948,0.353,20085,174710,2.0,0.0,0.0,99.66,15,1,0,13800,0.4952220533625573,324.34630146208036,5.555269046049407
54970,0.547,18265,105090,0.0,0.0,0.0,98.17,11,0,3,3300,0.5084322141778437,73.20531148678727,1.672429022821309
16028,0.042,24830,210030,0.0,0.0,0.0,98.16,21,1,0,15900,0.6905806090439379,430.8780872673566,6.594506459796856
12544,0.351,11687,300050,0.0,0.0,0.0,99.18,12,1,0,18000,0.7382404640228611,477.3259908189304,6.967855527316984
64333,0.035,14241,150140,0.0,0.0,0.0,98.6,11,0,0,9600,0.7547593565486661,336.8220589612613,5.69175794263351
50732,0.076,21541,85920,1.0,0.0,0.0,98.95,19,1,0,5400,0.6192130835281944,185.7099073606198,3.7140918615679572
43154,0.093,14244,210130,2.0,0.0,0.0,99.11,18,0,3,3300,0.4985204276442537,70.25773820674473,1.610837053727825
38944,0.346,16800,293530,0.0,0.0,0.0,99.73,5,1,2,28500,0.8087494719107973,623.4115617334566,7.8955457104391025
24171,0.952,18993,209440,0.0,0.0,0.0,99.07,14,0,1,1200,0.46858068538818975,-72.15207330871205,-1.9767261166941141
4038,0.474,20082,235240,0.0,0.0,0.0,98.66,10,1,2,13800,0.6301413166347243,376.92410668961116,6.1027357747801805
33498,0.673,14974,327590,0.0,0.0,0.0,97.95,22,0,0,3300,0.42914515040959256,48.260095766640625,1.1365608645082792
70319,0.013,25928,180110,0.0,0.0,0.0,99.83,14,0,1,7500,0.9027808336807361,322.3809120078097,5.533376236864196
73331,0.194,27015,165060,0.0,0.0,0.0,99.25,14,0,1,13800,0.8637823559710359,450.61599455508264,6.758471082535655
1942,0.0,13152,112560,0.0,0.0,0.0,98.89,6,1,1,3300,0.7451449856013016,133.2470755374611,2.833141567359392
50821,0.0,24464,255110,0.0,0.0,0.0,99.6,10,0,0,11700,0.900727742365016,421.1565688980524,6.510726072936349
17123,0.0,18625,228950,0.0,0.0,0.0,98.61,23,1,2,11700,0.7780576741542,387.27232069730684,6.202267070296667
60655,0.011,13155,83070,0.0,0.0,0.0,99.62,6,1,0,5400,0.8441013773864237,242.777612595179,4.54986128030595
20946,0.197,23739,71630,0.0,0.0,0.0,98.15,11,1,0,3300,0.7425854141206502,132.6816889036572,2.8230042897851506
10920,0.123,17892,180940,0.0,0.0,0.0,99.19,14,1,1,7500,0.8151137944598565,301.072016658231,5.288977143912968
9092,0.036,25556,96070,0.0,0.0,0.0,98.9,8,1,0,5400,0.8541565430081186,245.0473252962326,4.580699328363519
69151,0.158,10600,140960,1.0,0.0,0.0,99.87,6,1,0,7500,0.6114448644579182,243.9375675523524,4.5656431749506545
69867,0.534,25196,370410,0.0,0.0,0.0,98.71,12,1,0,36900,0.6571693189184624,637.7766819524805,7.96978157027916
14533,0.273,21914,133230,0.0,0.0,0.0,98.85,15,0,0,11700,0.7636739086187422,383.04006905156893,6.161871337415286
58211,0.057,18990,187560,0.0,0.0,0.0,99.14,5,0,3,3300,0.800482299934915,145.12547495114106,3.042839578950649
27270,0.81,18265,240090,0.0,0.0,0.0,98.83,13,1,2,1200,0.5203971059197171,-59.659679642103946,-1.6084617349972419
22683,0.392,14980,164570,0.0,0.0,0.0,99.06,12,1,0,7500,0.6520394871525997,256.3578595043803,4.731791065122159
41978,0.0,21182,443290,0.0,0.0,0.0,99.29,10,1,0,20100,0.8905684886775623,554.1258573187208,7.497549505241592
27042,0.956,18624,144100,0.0,0.0,0.0,98.68,9,0,3,3300,0.4964107683796277,69.62458066694592,1.5975473840043397
19451,0.044,13880,237270,0.0,0.0,0.0,99.39,14,1,2,15900,0.8592051416442816,484.24208997058884,7.019831423932301
22333,0.446,19715,318150,1.0,0.0,0.0,99.31,21,1,1,13800,0.5640048527440912,352.3371914548984,5.855665941184025
72855,0.0,21546,292600,1.0,0.0,0.0,99.68,10,1,1,5400,0.6916847273765633,205.59466213716559,4.018936244660113
52417,0.067,25200,208050,0.0,0.0,0.0,98.77,12,1,1,11700,0.8377437790114188,404.22770849855834,6.359883008159583
21336,0.09,23368,105110,0.0,0.0,0.0,98.82,11,0,1,5700,0.8081303021122538,244.79323317242088,4.577255730697434
13941,0.045,15338,375090,0.0,0.0,0.0,99.35,11,1,2,13800,0.8830437488114491,455.9819656750822,6.8016655855825245
48366,0.548,16430,95820,0.0,0.0,0.0,98.74,5,0,0,9600,0.5765665870172986,280.85723955353876,5.044777880565173
14155,0.034,18257,110060,0.0,0.0,0.0,99.88,4,1,0,5400,0.8573987181560376,245.7748841842223,4.590547520149897
13229,0.068,17164,240060,0.0,0.0,0.0,98.65,13,1,0,9600,0.800629949293101,349.5923316656099,5.827129101356348
51567,0.18,20081,285140,3.0,0.0,1.0,99.01,32,1,1,18000,0.25575569350772914,244.67904942236015,4.5757075365439555
6288,0.052,18261,258500,0.0,0.0,0.0,98.69,15,1,2,9600,0.8061348040592948,351.0876044546914,5.842698932561844
29355,0.172,23367,125110,0.0,0.0,0.0,99.5,15,1,0,5400,0.8222548021700771,237.77543980741876,4.48127699707748
62178,0.936,18623,101440,2.0,0.0,1.0,98.44,9,0,0,9600,0.25778910289922546,134.3005300613187,2.851991632949684
73704,0.6,22272,93250,0.0,0.0,0.0,98.86,8,1,0,5400,0.6693225657411624,199.63338044278765,3.9291317044312493
73556,0.59,21909,163140,0.0,0.0,0.0,98.92,10,1,1,11700,0.6677204390151944,353.15271205138197,5.864106808093332
15865,0.0,22643,315130,0.0,0.0,0.0,99.56,8,0,0,3300,0.9013667661438622,165.26956048805985,3.384527710461679
45718,0.561,20447,93750,0.0,0.0,0.0,96.81,24,0,1,7500,0.3949795978687584,164.56437718150502,3.372854622342537
17316,0.033,10960,232550,0.0,0.0,0.0,99.43,6,1,0,11700,0.8794376610109429,415.5374237111865,6.461363322152572
164,0.341,16072,75100,0.0,0.0,0.0,99.27,8,1,0,1200,0.7378639150258743,-16.006849219689354,-0.4082859619908996
55577,0.499,15708,144120,0.0,0.0,0.0,99.28,8,0,0,5400,0.5999436107875263,180.1293415655825,3.625779946058114
18652,0.029,20454,76670,0.0,0.0,0.0,99.33,11,1,1,3300,0.8184376799865798,148.84589993234795,3.107248562201461
33873,0.085,21547,230460,0.0,0.0,0.0,98.81,10,1,0,13800,0.8636703849137669,450.5845288695415,6.758216080182033
8323,0.111,21909,44770,0.0,0.0,0.0,94.17,17,1,0,3300,0.7184816708920645,127.28357606841179,2.7254922115545166
21246,0.343,11694,90040,0.0,0.0,0.0,98.92,8,1,0,9600,0.7255782501135934,328.39141476247937,5.599991133271086
34343,0.017,23367,171840,0.0,0.0,0.0,99.88,13,1,0,13800,0.9336056767043227,469.65521657172417,6.909147163906608
79467,0.006,20812,90110,0.0,0.0,0.0,99.88,21,1,0,5400,0.82058786830924,237.38969008669096,4.475952315354163
18842,0.074,16801,262460,0.0,0.0,0.0,99.18,12,1,1,18000,0.8818105198281285,522.5029121034073,7.291681905906737
43552,0.191,21910,210070,0.0,0.0,0.0,99.18,11,0,0,3300,0.8476847642236834,154.77594961357866,3.20868072837716
58888,0.079,11685,28580,0.0,0.0,0.0,98.49,10,1,0,3300,0.7412556827305,132.38738278458342,2.8177217622880435
78295,0.61,11323,214030,2.0,0.0,0.0,99.14,13,1,0,11700,0.31163081693626987,201.2145479255703,3.953081985341166
73190,0.005,21907,414810,0.0,0.0,0.0,99.29,14,0,0,7500,0.9014443275022547,322.0679786539758,5.529880480732849
36970,0.5,17892,494040,1.0,0.0,0.0,99.03,10,1,1,57900,0.4875001066078617,681.6472764757904,8.180672546403134
60391,0.14,17170,600140,0.0,0.0,0.0,98.7,25,0,3,30600,0.6201186503535405,569.7765276984175,7.593571318008548
51963,0.62,13878,222640,0.0,0.0,0.0,98.93,13,1,0,5400,0.4802273985644026,142.04167712796857,2.9889961022384193
64821,0.421,22642,150090,0.0,0.0,0.0,98.86,21,1,0,13800,0.6500015247021008,383.9261081541625,6.17036375836113
21017,0.058,24105,210110,1.0,0.0,0.0,99.35,15,0,1,11700,0.7042042678024686,364.8758582855417,5.983561971512364
6802,0.016,16803,720090,1.0,0.0,0.0,99.21,7,1,4,41100,0.5722115608068329,629.0885112584668,7.925201968252338
27857,0.09,18623,207390,0.0,0.0,0.0,99.11,18,1,2,15900,0.814706571892534,470.99694695202265,6.9194975228411115
54900,0.0,12415,44710,0.0,0.0,0.0,99.37,3,0,1,1200,0.7195517612804971,-19.259895578314232,-0.4932776879505707
4351,0.082,28114,75150,0.0,0.0,0.0,99.78,13,1,0,5400,0.8295952518547791,239.46717828778623,4.504568299035753
10677,0.168,23004,382630,0.0,0.0,0.0,99.12,20,1,1,30600,0.8032785704742574,641.6363345030933,7.989277205395618
72263,0.116,18260,240030,0.0,0.0,0.0,99.2,11,0,0,5400,0.834257857425467,240.53593297060578,4.519231871521278
26430,1.0,14971,30080,0.0,0.0,0.0,96.36,4,1,2,5700,0.4073729856943678,123.89201694132913,2.6635501743328582
17906,1.0,20451,115040,0.0,0.0,0.0,96.89,9,1,0,7500,0.48795407241802335,201.88766835101475,3.963249188318505
7214,0.032,29579,129100,0.0,0.0,0.0,99.49,11,1,0,7500,0.8772652894269191,316.34536064633846,5.465468859338049
42670,0.021,20085,156140,0.0,0.0,0.0,99.75,11,1,1,7500,0.8665672063559168,313.77553443400393,5.436242684661934
57157,0.014,12787,57590,0.0,0.0,0.0,99.07,12,1,0,3300,0.7484030476344897,133.96462664267472,2.8459865107587703
55765,0.13,23737,258710,0.0,0.0,0.0,98.94,15,1,0,9600,0.8566951450692649,364.4739983271036,5.979524829846959
44627,1.0,19357,115040,1.0,1.0,0.0,99.78,2,0,0,11700,0.27680379508843983,180.07011422517675,3.6248360559273207
64555,0.259,24464,34490,0.0,0.0,1.0,97.52,6,1,2,3300,0.5296570428377159,79.37218420708608,1.7998320769904164
48101,0.004,14970,169870,1.0,0.0,0.0,99.57,6,1,1,9600,0.6079711820111329,291.58321684679726,5.175886193492315
24191,0.012,19719,213080,0.0,0.0,0.0,99.4,9,0,0,9600,0.8788890404101618,370.1627181331064,6.0362985525053645
46709,0.082,23003,276080,0.0,0.0,0.0,98.98,20,1,2,22200,0.8140048452612814,556.6553686699726,7.513324516165769
69181,0.334,18265,120010,0.0,0.0,0.0,99.53,6,1,2,9600,0.7239709082795001,327.9196865592422,5.594799051616336
62993,0.039,21178,372090,0.0,0.0,0.0,99.1,9,1,1,18000,0.904506342035893,529.1154418522686,7.336085950747966
2647,0.193,18627,412870,2.0,0.0,0.0,99.57,10,0,2,30600,0.5934716602176874,557.973325700342,7.5215043615001065
7669,0.041,26290,162100,0.0,0.0,0.0,99.0,8,1,1,5400,0.8853129852063425,251.9551724574184,4.67348508694358
26870,0.018,15338,273070,1.0,0.0,0.0,98.83,14,0,1,18000,0.6000563552045876,426.9701978898607,6.561072676240606
61166,0.191,16803,311590,0.0,0.0,0.0,99.43,17,1,2,13800,0.7903253528045299,429.27603984623374,6.580839704218363
39401,0.021,22638,148500,0.0,0.0,0.0,99.09,11,0,1,5400,0.8687610048125417,248.30848852636885,4.624702766835792
66027,0.107,22274,224990,0.0,0.0,0.0,99.34,8,1,0,1200,0.9087286487901348,11.660590514518399,0.2873067094783499
58409,0.126,20087,111120,0.0,0.0,0.0,99.31,12,0,3,1200,0.8163583757781414,-2.737778480264009,-0.06867922953784023
53002,0.019,27385,120130,0.0,0.0,0.0,99.89,8,1,0,5400,0.9341195245981149,262.4184220825408,4.811010183910556
16916,0.138,22644,162090,0.0,0.0,0.0,99.54,7,1,0,11700,0.9115320409650005,423.9697279427518,6.535179688524469
52827,0.667,17167,133400,0.0,0.0,1.0,98.62,10,0,3,5400,0.31715025489610754,76.29209943677621,1.7364453136009728
6712,0.448,14972,300120,0.0,0.0,0.0,99.64,11,0,0,22200,0.7115269171951579,521.2469317047683,7.283164554773416
11935,0.036,16435,153060,0.0,0.0,0.0,98.58,13,1,3,11700,0.7441567498923031,377.20015887652704,6.105424467679925
54385,0.055,25191,144070,0.0,0.0,0.0,99.6,4,1,0,7500,0.9256193802018167,327.6755641935463,5.59210971084731
9730,0.002,28840,150040,0.0,0.0,0.0,99.16,8,1,0,7500,0.9048980894861238,322.87596095232095,5.538900810939493
909,0.344,17527,203880,0.0,0.0,0.0,98.97,13,0,0,1200,0.7041723497756506,-22.04231535185587,-0.566523903073215
61042,0.039,18991,105070,0.0,0.0,0.0,98.58,19,0,0,7500,0.7640100584383634,287.8446004468853,5.130586045945414
58744,0.0,12787,142540,0.0,0.0,0.0,99.05,11,1,1,5400,0.7742812693775987,226.43053790794738,4.322512756041644
19353,0.834,14976,87550,0.0,1.0,1.0,99.88,3,1,0,7500,0.25920131951389613,95.69050723732308,2.1276326433617054
5356,1.0,10232,105150,0.0,0.0,0.0,99.67,3,1,0,7500,0.4790039473400314,198.5406630553711,3.9125246729106866
43058,0.0,24098,135030,0.0,0.0,0.0,98.53,10,1,0,9600,0.8192037950910068,354.60698587777995,5.879116309697872
45535,0.183,18987,150090,2.0,0.0,0.0,98.85,8,1,0,9600,0.5176042050325154,259.47383188620165,4.772670617808213
49140,0.018,28850,180130,0.0,0.0,0.0,99.88,15,1,0,11700,0.9275063974772042,428.08310212904644,6.570627370244885
11492,0.903,13149,188820,0.0,0.0,0.0,98.83,9,0,3,7500,0.4800885280316673,198.9487449872713,3.918731977740797
51530,0.225,17527,204930,0.0,0.0,0.0,98.39,13,1,2,9600,0.6942170132717003,319.0420451673571,5.495936541623822
40815,0.449,9133,109350,0.0,0.0,0.0,99.55,7,1,0,5400,0.6560941825374121,196.03610021438965,3.874288931811163
21771,0.59,21542,309060,0.0,0.0,0.0,99.2,9,0,0,26400,0.7853302150827742,593.9222868265169,7.734536495092534
16798,0.287,20810,232640,0.0,0.0,0.0,99.13,11,0,0,24300,0.8127911555084796,580.6361456287732,7.658024675775498
38191,0.617,13153,108070,1.0,0.0,1.0,99.47,8,1,0,7500,0.34242641122541034,140.42857883078534,2.96066541929057
23429,0.0,14241,281240,0.0,0.0,0.0,98.58,13,1,2,18000,0.7723370581688431,488.6284061880907,7.052332800989607
60085,0.023,14609,303110,0.0,0.0,0.0,99.32,11,0,2,13800,0.8767409483179559,454.23598908643055,6.7876745302019215
3534,0.701,12421,188340,0.0,0.0,0.0,98.47,15,1,2,7500,0.35241182918314307,145.22025397451327,3.044487865839538
31291,0.307,23732,137390,0.0,0.0,0.0,97.59,13,1,0,3300,0.6484439423048092,110.77642928789079,2.4190083186255853
23629,0.691,14970,135040,0.0,0.0,2.0,99.58,5,1,3,7500,0.22732959255890986,75.61832571579852,1.7225141688719758
40127,0.165,23010,394710,0.0,0.0,0.0,99.49,9,1,1,28500,0.9166327236195911,659.1204268941625,8.075273218922556
69679,0.051,17530,120060,0.0,0.0,0.0,98.91,9,0,2,11700,0.8018938443713404,394.15759752508967,6.267078768272913
68208,0.227,10596,84130,1.0,0.0,0.0,99.46,12,1,0,3300,0.41502902194840885,43.45345552498964,1.0294099509395815
25983,0.027,17525,362030,0.0,0.0,0.0,99.11,24,0,0,9600,0.8094311681942131,351.9793135072396,5.851956367544773
75739,0.485,15338,90120,0.0,0.0,0.0,98.68,27,0,2,5400,0.5396357480711832,161.7415425478893,3.325920870617145
79359,0.413,21541,262610,1.0,0.0,0.0,98.96,11,0,1,5400,0.6562851235999608,196.0884134932941,3.8750900195046114
29233,0.138,11685,105670,0.0,0.0,0.0,98.35,10,1,0,5400,0.7185407172099194,212.5653406614555,4.122263485180218
28378,1.0,16068,243160,1.0,0.0,0.0,97.88,7,0,2,24300,0.20426499267915452,259.26275922416585,4.769911524090573
47351,0.8,11689,129430,0.0,0.0,0.0,99.43,9,1,0,7500,0.5118793393086057,210.61357929361728,4.093513553313619
40263,0.025,14247,124690,0.0,0.0,0.0,99.01,8,0,0,7500,0.8240981437718171,303.33273005989906,5.315527725434794
60960,0.058,15702,149390,0.0,0.0,0.0,99.21,10,0,1,5400,0.8368577344626625,241.12993043473037,4.527364737324073
54351,0.522,13148,136170,0.0,0.0,0.0,99.31,9,1,0,7500,0.5839688537833468,235.17526523823068,4.445286037323255
77653,0.224,20089,308110,0.0,0.0,0.0,98.82,12,0,2,26400,0.7639335056177987,586.3407828931714,7.691187932508905
64181,0.413,12057,165070,0.0,0.0,0.0,99.34,13,0,0,3300,0.5885207082050578,95.53927157636299,2.124655623906534
50346,0.096,20084,33500,1.0,0.0,0.0,97.1,10,1,0,1200,0.542993979732004,-54.51807899439956,-1.4602014593276902
62547,0.036,20080,300040,0.0,0.0,0.0,98.92,15,0,1,11700,0.8111763236743913,396.79714572165653,6.29163073531725
37545,0.012,27018,372070,1.0,0.0,0.0,99.27,15,1,1,22200,0.738343678489898,530.8758320868802,7.347784011123039
52702,0.02,11323,153080,0.0,0.0,0.0,98.53,17,1,0,13800,0.691411955820031,398.02208206135873,6.302969655320356
18427,0.058,23740,249980,0.0,0.0,0.0,99.87,9,1,0,11700,0.9179820140967908,425.6371271578438,6.549592723968436
72576,0.024,25195,230030,0.0,0.0,0.0,99.0,11,1,0,22200,0.8839423996052918,578.8759071665385,7.6476958784025335
